config_bits,fair_func,period,load_id,pshed
001001,efficient,1,9,119.99999116179742
001001,efficient,1,10,55.200561403963796
001001,efficient,1,11,119.99994868869047
001001,efficient,1,12,289.9998886158321
001001,efficient,1,13,170.00022307067235
001001,efficient,1,14,14.218286981308529
001001,efficient,1,15,170.00035592926466
001001,efficient,2,1,160.0
001001,efficient,2,2,68.0
001001,efficient,2,3,1155.0
001001,efficient,2,4,485.0
001001,efficient,2,5,128.0
001001,efficient,2,6,230.0
001001,efficient,2,7,170.0
001001,efficient,2,8,0.0
001001,efficient,2,9,120.0
001001,efficient,2,10,0.0
001001,efficient,2,11,120.0
001001,efficient,2,12,290.0
001001,efficient,2,13,170.0
001001,efficient,2,14,0.0
001001,efficient,2,15,170.0
101001,efficient,1,1,159.99914150202238
101001,efficient,1,2,67.99999474301784
101001,efficient,1,3,1154.9999777033859
101001,efficient,1,4,485.0007289496889
101001,efficient,1,5,127.9999847038905
101001,efficient,1,6,229.99999454150063
101001,efficient,1,7,169.9999775484555
101001,efficient,1,8,97.85445913970779
101001,efficient,1,9,120.00061850808791
101001,efficient,1,10,55.20056140552512
101001,efficient,1,11,120.00003653761064
101001,efficient,1,12,290.0007496717458
101001,efficient,1,13,170.00044420919136
101001,efficient,1,14,14.218286981710518
101001,efficient,1,15,169.99819140596313
101001,efficient,2,1,160.0
101001,efficient,2,2,68.0
101001,efficient,2,3,1155.0
101001,efficient,2,4,485.0
101001,efficient,2,5,128.0
101001,efficient,2,6,230.0
101001,efficient,2,7,170.0
101001,efficient,2,8,0.0
101001,efficient,2,9,120.0
101001,efficient,2,10,0.0
101001,efficient,2,11,120.0
101001,efficient,2,12,290.0
101001,efficient,2,13,170.0
101001,efficient,2,14,0.0
101001,efficient,2,15,170.0
111001,efficient,1,1,142.34902175183922
111001,efficient,1,2,65.35003655769475
111001,efficient,1,3,1109.9847131348477
111001,efficient,1,4,466.0548733303356
111001,efficient,1,5,112.99467114413252
111001,efficient,1,6,199.98804519047474
111001,efficient,1,7,154.99396353420795
111001,efficient,1,8,97.8534698132116
111001,efficient,1,9,106.76261496177166
111001,efficient,1,10,55.20000335140314
111001,efficient,1,11,106.76261368165812
111001,efficient,1,12,278.6905557084429
111001,efficient,1,13,139.99065268492058
111001,efficient,1,14,14.218143253484083
111001,efficient,1,15,154.99418610310565
111001,efficient,2,1,160.0
111001,efficient,2,2,0.0
111001,efficient,2,3,0.0
111001,efficient,2,4,0.0
111001,efficient,2,5,0.0
111001,efficient,2,6,0.0
111001,efficient,2,7,0.0
111001,efficient,2,8,117.0
111001,efficient,2,9,120.0
111001,efficient,2,10,66.0
111001,efficient,2,11,120.0
111001,efficient,2,12,0.0
111001,efficient,2,13,170.0
111001,efficient,2,14,17.0
111001,efficient,2,15,0.0
000101,efficient,1,1,160.00010999057992
000101,efficient,1,2,68.00000008966198
000101,efficient,1,3,1109.995683901525
000101,efficient,1,4,484.9998149411455
000101,efficient,1,5,112.9981532266931
000101,efficient,1,6,229.9999964198097
000101,efficient,1,7,170.0000032984249
000101,efficient,1,8,97.85388252533689
000101,efficient,1,9,119.99999255710283
000101,efficient,1,10,55.200236138913844
000101,efficient,1,11,119.99999994668623
000101,efficient,1,12,289.99994897018854
000101,efficient,1,13,170.00010782606054
000101,efficient,1,14,14.21820321746111
000101,efficient,1,15,154.9984188539725
000101,efficient,2,1,160.0
000101,efficient,2,2,68.0
000101,efficient,2,3,0.0
000101,efficient,2,4,485.0
000101,efficient,2,5,0.0
000101,efficient,2,6,230.0
000101,efficient,2,7,170.0
000101,efficient,2,8,0.0
000101,efficient,2,9,120.0
000101,efficient,2,10,0.0
000101,efficient,2,11,120.0
000101,efficient,2,12,290.0
000101,efficient,2,13,170.0
000101,efficient,2,14,0.0
000101,efficient,2,15,0.0
100101,efficient,1,1,142.35219605405837
100101,efficient,1,2,65.35043216068432
100101,efficient,1,3,1109.994500788837
100101,efficient,1,4,466.05775677805497
100101,efficient,1,5,112.99900021011506
100101,efficient,1,6,229.99999961637266
100101,efficient,1,7,169.99999977662554
100101,efficient,1,8,97.85255399161909
100101,efficient,1,9,106.76499836666883
100101,efficient,1,10,55.199486458271224
100101,efficient,1,11,106.76499082686152
100101,efficient,1,12,278.6922603092704
100101,efficient,1,13,139.99856894241518
100101,efficient,1,14,14.218010119365704
100101,efficient,1,15,154.99496711470212
100101,efficient,2,1,160.0
100101,efficient,2,2,0.0
100101,efficient,2,3,0.0
100101,efficient,2,4,0.0
100101,efficient,2,5,128.0
100101,efficient,2,6,230.0
100101,efficient,2,7,170.0
100101,efficient,2,8,0.0
100101,efficient,2,9,120.0
100101,efficient,2,10,0.0
100101,efficient,2,11,120.0
100101,efficient,2,12,0.0
100101,efficient,2,13,0.0
100101,efficient,2,14,0.0
100101,efficient,2,15,170.0
001101,efficient,1,1,159.99986891367558
001101,efficient,1,2,68.00005065643576
001101,efficient,1,3,1109.9938094631686
001101,efficient,1,4,485.0000139256622
001101,efficient,1,5,112.99815364145879
001101,efficient,1,6,199.99366136470707
001101,efficient,1,7,154.99598514533452
001101,efficient,1,8,97.85340601516022
001101,efficient,1,9,119.99999109597563
001101,efficient,1,10,55.19996752142014
001101,efficient,1,11,119.99994919348775
001101,efficient,1,12,289.9998886801763
001101,efficient,1,13,170.00022307490443
001101,efficient,1,14,14.21813397898645
001101,efficient,1,15,154.99771852299412
001101,efficient,2,1,160.0
001101,efficient,2,2,68.0
001101,efficient,2,3,0.0
001101,efficient,2,4,485.0
001101,efficient,2,5,0.0
001101,efficient,2,6,0.0
001101,efficient,2,7,0.0
001101,efficient,2,8,0.0
001101,efficient,2,9,120.0
001101,efficient,2,10,0.0
001101,efficient,2,11,120.0
001101,efficient,2,12,290.0
001101,efficient,2,13,170.0
001101,efficient,2,14,0.0
001101,efficient,2,15,0.0
101101,efficient,1,1,142.3476738234494
101101,efficient,1,2,65.35005000878175
101101,efficient,1,3,1109.990786509479
101101,efficient,1,4,466.0549740850694
101101,efficient,1,5,112.9966554855492
101101,efficient,1,6,199.99216403541627
101101,efficient,1,7,154.99590524286407
101101,efficient,1,8,97.85279620756444
101101,efficient,1,9,106.76160426221776
101101,efficient,1,10,55.1996234160814
101101,efficient,1,11,106.7616022744492
101101,efficient,1,12,278.69061373609304
101101,efficient,1,13,139.99199359361674
101101,efficient,1,14,14.218045393909978
101101,efficient,1,15,154.9963996881575
101101,efficient,2,1,160.0
101101,efficient,2,2,0.0
101101,efficient,2,3,0.0
101101,efficient,2,4,0.0
101101,efficient,2,5,0.0
101101,efficient,2,6,0.0
101101,efficient,2,7,0.0
101101,efficient,2,8,117.0
101101,efficient,2,9,120.0
101101,efficient,2,10,66.0
101101,efficient,2,11,120.0
101101,efficient,2,12,0.0
101101,efficient,2,13,170.0
101101,efficient,2,14,17.0
101101,efficient,2,15,0.0
011101,efficient,1,1,142.3500507360178
011101,efficient,1,2,65.35029243376387
011101,efficient,1,3,1109.9927559059313
011101,efficient,1,4,466.05671855008427
011101,efficient,1,5,112.99763777226612
011101,efficient,1,6,199.99312601583128
011101,efficient,1,7,154.99585065202186
011101,efficient,1,8,97.85299210222698
011101,efficient,1,9,106.76338628159002
011101,efficient,1,10,55.19973399104166
011101,efficient,1,11,106.76338512505026
011101,efficient,1,12,278.6916499773595
011101,efficient,1,13,139.9942797151913
011101,efficient,1,14,14.218073850913697
011101,efficient,1,15,154.99732283200322
011101,efficient,2,1,160.0
011101,efficient,2,2,0.0
011101,efficient,2,3,0.0
011101,efficient,2,4,0.0
011101,efficient,2,5,0.0
011101,efficient,2,6,0.0
011101,efficient,2,7,0.0
011101,efficient,2,8,117.0
011101,efficient,2,9,120.0
011101,efficient,2,10,66.0
011101,efficient,2,11,120.0
011101,efficient,2,12,0.0
011101,efficient,2,13,170.0
011101,efficient,2,14,17.0
011101,efficient,2,15,0.0
000011,efficient,1,1,160.0001090359894
000011,efficient,1,2,68.00000020264117
000011,efficient,1,3,1154.9999841626163
000011,efficient,1,4,484.9998162856567
000011,efficient,1,5,128.00000991348296
000011,efficient,1,6,199.9974348765332
000011,efficient,1,7,154.99858288464733
000011,efficient,1,8,97.85413500641552
000011,efficient,1,9,119.99999247199528
000011,efficient,1,10,55.200378661782274
000011,efficient,1,11,119.99999982940066
000011,efficient,1,12,289.9999493291131
000011,efficient,1,13,170.00010734860126
000011,efficient,1,14,14.218239883915034
000011,efficient,1,15,170.000005708116
000011,efficient,2,1,160.0
000011,efficient,2,2,68.0
000011,efficient,2,3,1155.0
000011,efficient,2,4,485.0
000011,efficient,2,5,128.0
000011,efficient,2,6,0.0
000011,efficient,2,7,0.0
000011,efficient,2,8,0.0
000011,efficient,2,9,120.0
000011,efficient,2,10,0.0
000011,efficient,2,11,120.0
000011,efficient,2,12,290.0
000011,efficient,2,13,170.0
000011,efficient,2,14,0.0
000011,efficient,2,15,170.0
100011,efficient,1,1,160.00024422624875
100011,efficient,1,2,68.0000010151106
100011,efficient,1,3,1154.9999895463889
100011,efficient,1,4,484.9996532385116
100011,efficient,1,5,128.00000367504387
100011,efficient,1,6,199.99743487682207
100011,efficient,1,7,154.9985828848292
100011,efficient,1,8,97.85413500702322
100011,efficient,1,9,120.00005616307355
100011,efficient,1,10,55.2003786621251
100011,efficient,1,11,120.0000022074575
100011,efficient,1,12,290.00005954907544
100011,efficient,1,13,170.0001247722908
100011,efficient,1,14,14.218239884003344
100011,efficient,1,15,169.99979580101993
100011,efficient,2,1,160.0
100011,efficient,2,2,68.0
100011,efficient,2,3,1155.0
100011,efficient,2,4,485.0
100011,efficient,2,5,128.0
100011,efficient,2,6,0.0
100011,efficient,2,7,0.0
100011,efficient,2,8,0.0
100011,efficient,2,9,120.0
100011,efficient,2,10,0.0
100011,efficient,2,11,120.0
100011,efficient,2,12,290.0
100011,efficient,2,13,170.0
100011,efficient,2,14,0.0
100011,efficient,2,15,170.0
010011,efficient,1,1,142.35133429697152
010011,efficient,1,2,65.34929928836702
010011,efficient,1,3,1154.9999834656874
010011,efficient,1,4,466.0497901974386
010011,efficient,1,5,128.0000102874578
010011,efficient,1,6,199.94196704384404
010011,efficient,1,7,154.93656723862793
010011,efficient,1,8,97.85369946605552
010011,efficient,1,9,106.76435682310009
010011,efficient,1,10,55.200133253223
010011,efficient,1,11,106.76431543017837
010011,efficient,1,12,278.68745936337507
010011,efficient,1,13,139.9801978084868
010011,efficient,1,14,14.218176595963616
010011,efficient,1,15,170.00000602710725
010011,efficient,2,1,0.0
010011,efficient,2,2,0.0
010011,efficient,2,3,1155.0
010011,efficient,2,4,0.0
010011,efficient,2,5,128.0
010011,efficient,2,6,0.0
010011,efficient,2,7,0.0
010011,efficient,2,8,0.0
010011,efficient,2,9,0.0
010011,efficient,2,10,0.0
010011,efficient,2,11,0.0
010011,efficient,2,12,0.0
010011,efficient,2,13,0.0
010011,efficient,2,14,0.0
010011,efficient,2,15,170.0
110011,efficient,1,1,142.33253115710966
110011,efficient,1,2,65.34699866727942
110011,efficient,1,3,1109.9495665375114
110011,efficient,1,4,466.0330778622014
110011,efficient,1,5,112.97937687199
110011,efficient,1,6,200.00043486516287
110011,efficient,1,7,154.9933419384895
110011,efficient,1,8,97.85422946840235
110011,efficient,1,9,106.75026968453099
110011,efficient,1,10,55.2004321700091
110011,efficient,1,11,106.75022185810718
110011,efficient,1,12,278.67761462499504
110011,efficient,1,13,139.94994079261605
110011,efficient,1,14,14.218253606815862
110011,efficient,1,15,154.9691412339606
110011,efficient,2,1,160.0
110011,efficient,2,2,0.0
110011,efficient,2,3,0.0
110011,efficient,2,4,0.0
110011,efficient,2,5,0.0
110011,efficient,2,6,0.0
110011,efficient,2,7,0.0
110011,efficient,2,8,117.0
110011,efficient,2,9,120.0
110011,efficient,2,10,66.0
110011,efficient,2,11,120.0
110011,efficient,2,12,0.0
110011,efficient,2,13,170.0
110011,efficient,2,14,17.0
110011,efficient,2,15,0.0
001011,efficient,1,1,160.0001175065079
001011,efficient,1,2,68.00000028516375
001011,efficient,1,3,1109.9918311718982
001011,efficient,1,4,484.9998124764275
001011,efficient,1,5,112.99733099142173
001011,efficient,1,6,199.9959226761648
001011,efficient,1,7,154.99801444734547
001011,efficient,1,8,97.853817659001
001011,efficient,1,9,119.99998320933447
001011,efficient,1,10,55.20019965391049
001011,efficient,1,11,119.99999973994157
001011,efficient,1,12,289.9999639266202
001011,efficient,1,13,170.00009786074278
001011,efficient,1,14,14.218193784270518
001011,efficient,1,15,154.99774605945768
001011,efficient,2,1,160.0
001011,efficient,2,2,68.0
001011,efficient,2,3,0.0
001011,efficient,2,4,485.0
001011,efficient,2,5,0.0
001011,efficient,2,6,0.0
001011,efficient,2,7,0.0
001011,efficient,2,8,0.0
001011,efficient,2,9,120.0
001011,efficient,2,10,0.0
001011,efficient,2,11,120.0
001011,efficient,2,12,290.0
001011,efficient,2,13,170.0
001011,efficient,2,14,0.0
001011,efficient,2,15,0.0
101011,efficient,1,1,142.3458461505967
101011,efficient,1,2,65.34963505259415
101011,efficient,1,3,1109.9859663155296
101011,efficient,1,4,466.05203903381937
101011,efficient,1,5,112.99450077910124
101011,efficient,1,6,199.9940896925378
101011,efficient,1,7,154.99764246752957
101011,efficient,1,8,97.85296027979432
101011,efficient,1,9,106.76023380443796
101011,efficient,1,10,55.199715846606736
101011,efficient,1,11,106.76022908785768
101011,efficient,1,12,278.68885076493734
101011,efficient,1,13,139.9878823582615
101011,efficient,1,14,14.21806916758243
101011,efficient,1,15,154.99539976058296
101011,efficient,2,1,160.0
101011,efficient,2,2,0.0
101011,efficient,2,3,0.0
101011,efficient,2,4,0.0
101011,efficient,2,5,0.0
101011,efficient,2,6,0.0
101011,efficient,2,7,0.0
101011,efficient,2,8,117.0
101011,efficient,2,9,120.0
101011,efficient,2,10,66.0
101011,efficient,2,11,120.0
101011,efficient,2,12,0.0
101011,efficient,2,13,170.0
101011,efficient,2,14,17.0
101011,efficient,2,15,0.0
011011,efficient,1,1,142.36000954166613
011011,efficient,1,2,65.34253730362065
011011,efficient,1,3,1109.4804400760302
011011,efficient,1,4,466.0036077253109
011011,efficient,1,5,113.08028076948503
011011,efficient,1,6,199.4024531485051
011011,efficient,1,7,154.38891572132079
011011,efficient,1,8,97.85383702115767
011011,efficient,1,9,106.77081483328314
011011,efficient,1,10,55.20021045495027
011011,efficient,1,11,106.77061901487215
011011,efficient,1,12,278.65894459444075
011011,efficient,1,13,139.89156914716088
011011,efficient,1,14,14.218196559371265
011011,efficient,1,15,154.97266775980438
011011,efficient,2,1,160.0
011011,efficient,2,2,0.0
011011,efficient,2,3,0.0
011011,efficient,2,4,0.0
011011,efficient,2,5,0.0
011011,efficient,2,6,0.0
011011,efficient,2,7,0.0
011011,efficient,2,8,117.0
011011,efficient,2,9,120.0
011011,efficient,2,10,66.0
011011,efficient,2,11,120.0
011011,efficient,2,12,0.0
011011,efficient,2,13,170.0
011011,efficient,2,14,17.0
011011,efficient,2,15,0.0
000111,efficient,1,1,160.0001115267372
000111,efficient,1,2,68.00000022777876
000111,efficient,1,3,1109.9951076580119
000111,efficient,1,4,484.99981419448164
000111,efficient,1,5,112.99815313326778
000111,efficient,1,6,199.9969549963538
000111,efficient,1,7,154.99836982729298
000111,efficient,1,8,97.8535725766435
000111,efficient,1,9,119.99999239999049
000111,efficient,1,10,55.20006139998137
000111,efficient,1,11,119.9999997948141
000111,efficient,1,12,289.999950010455
000111,efficient,1,13,170.000106199225
000111,efficient,1,14,14.21815818087849
000111,efficient,1,15,154.99826878588
000111,efficient,2,1,160.0
000111,efficient,2,2,68.0
000111,efficient,2,3,0.0
000111,efficient,2,4,485.0
000111,efficient,2,5,0.0
000111,efficient,2,6,0.0
000111,efficient,2,7,0.0
000111,efficient,2,8,0.0
000111,efficient,2,9,120.0
000111,efficient,2,10,0.0
000111,efficient,2,11,120.0
000111,efficient,2,12,290.0
000111,efficient,2,13,170.0
000111,efficient,2,14,0.0
000111,efficient,2,15,0.0
100111,efficient,1,1,142.3480453980911
100111,efficient,1,2,65.35008068904195
100111,efficient,1,3,1109.991935339471
100111,efficient,1,4,466.05520039524123
100111,efficient,1,5,112.99665672249999
100111,efficient,1,6,199.99646257784156
100111,efficient,1,7,154.99828572354994
100111,efficient,1,8,97.85293187507163
100111,efficient,1,9,106.76188283656666
100111,efficient,1,10,55.19969989388086
100111,efficient,1,11,106.76188035271207
100111,efficient,1,12,278.69074589018584
100111,efficient,1,13,139.99234405745628
100111,efficient,1,14,14.218065106836603
100111,efficient,1,15,154.99695029621367
100111,efficient,2,1,160.0
100111,efficient,2,2,0.0
100111,efficient,2,3,0.0
100111,efficient,2,4,0.0
100111,efficient,2,5,0.0
100111,efficient,2,6,0.0
100111,efficient,2,7,0.0
100111,efficient,2,8,117.0
100111,efficient,2,9,120.0
100111,efficient,2,10,66.0
100111,efficient,2,11,120.0
100111,efficient,2,12,0.0
100111,efficient,2,13,170.0
100111,efficient,2,14,17.0
100111,efficient,2,15,0.0
010111,efficient,1,1,142.35375338385634
010111,efficient,1,2,65.34924151803659
010111,efficient,1,3,1109.9940602481272
010111,efficient,1,4,466.04943516551515
010111,efficient,1,5,112.99837472806972
010111,efficient,1,6,199.91616732327353
010111,efficient,1,7,154.9089038035125
010111,efficient,1,8,97.85308360753594
010111,efficient,1,9,106.76617492237064
010111,efficient,1,10,55.19978582455897
010111,efficient,1,11,106.76611844701036
010111,efficient,1,12,278.6872323012477
010111,efficient,1,13,139.97799696490654
010111,efficient,1,14,14.218087128298615
010111,efficient,1,15,154.9978717977568
010111,efficient,2,1,160.0
010111,efficient,2,2,0.0
010111,efficient,2,3,0.0
010111,efficient,2,4,0.0
010111,efficient,2,5,0.0
010111,efficient,2,6,0.0
010111,efficient,2,7,0.0
010111,efficient,2,8,117.0
010111,efficient,2,9,120.0
010111,efficient,2,10,66.0
010111,efficient,2,11,120.0
010111,efficient,2,12,0.0
010111,efficient,2,13,170.0
010111,efficient,2,14,17.0
010111,efficient,2,15,0.0
